"",Array,"Two Sum","","",https://leetcode.com/problems/two-sum,1,1,Easy
"",Stack,"Valid Parentheses","","",https://leetcode.com/problems/valid-parentheses,1,2,Easy
"",Linked List,"Merge Two Sorted Lists","","",https://leetcode.com/problems/merge-two-sorted-lists,1,3,Easy
"",Array,"Best Time to Buy and Sell Stock","","",https://leetcode.com/problems/best-time-to-buy-and-sell-stock,1,4,Easy
"",String,"Valid Palindrome","","",https://leetcode.com/problems/valid-palindrome,1,5,Easy
"",Binary Tree,"Invert Binary Tree","","",https://leetcode.com/problems/invert-binary-tree,1,6,Easy
"",String,"Valid Anagram","","",https://leetcode.com/problems/valid-anagram,1,7,Easy
"",Binary Search,"Binary Search","","",https://leetcode.com/problems/binary-search,1,8,Easy
"",Graph,"Flood Fill","","",https://leetcode.com/problems/flood-fill,1,9,Easy
"",Binary Search Tree,"Lowest Common Ancestor of a Binary Search Tree","","",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,1,10,Easy
"",Binary Tree,"Balanced Binary Tree","","",https://leetcode.com/problems/balanced-binary-tree,1,11,Easy
"",Linked List,"Linked List Cycle","","",https://leetcode.com/problems/linked-list-cycle,1,12,Easy
"",Stack,"Implement Queue using Stacks","","",https://leetcode.com/problems/implement-queue-using-stacks,1,13,Easy
"",Binary Search,"First Bad Version","","",https://leetcode.com/problems/first-bad-version,1,14,Easy
"",Hash Table,"Ransom Note","","",https://leetcode.com/problems/ransom-note,1,15,Easy
"",Dynamic Programming,"Climbing Stairs","","",https://leetcode.com/problems/climbing-stairs,1,16,Easy
"",String,"Longest Palindrome","","",https://leetcode.com/problems/longest-palindrome,1,17,Easy
"",Linked List,"Reverse Linked List","","",https://leetcode.com/problems/reverse-linked-list,1,18,Easy
"",Array,"Majority Element","","",https://leetcode.com/problems/majority-element,1,19,Easy
"",Binary,"Add Binary","","",https://leetcode.com/problems/add-binary,1,20,Easy
"",Binary Tree,"Diameter of Binary Tree","","",https://leetcode.com/problems/diameter-of-binary-tree,1,21,Easy
"",Linked List,"Middle of the Linked List","","",https://leetcode.com/problems/middle-of-the-linked-list,1,22,Easy
"",Binary Tree,"Maximum Depth of Binary Tree","","",https://leetcode.com/problems/maximum-depth-of-binary-tree,1,23,Easy
"",Array,"Contains Duplicate","","",https://leetcode.com/problems/contains-duplicate,1,24,Easy
"",Array,"Meeting Rooms","","",https://leetcode.com/problems/meeting-rooms,1,25,Easy
"",Math,"Roman to Integer","","",https://leetcode.com/problems/roman-to-integer,1,26,Easy
"",Stack,"Backspace String Compare","","",https://leetcode.com/problems/backspace-string-compare,1,27,Easy
"",Binary,"Counting Bits","","",https://leetcode.com/problems/counting-bits,1,28,Easy
"",Binary Tree,"Same Tree","","",https://leetcode.com/problems/same-tree,1,29,Easy
"",Binary,"Number of 1 Bits","","",https://leetcode.com/problems/number-of-1-bits,1,30,Easy
"",String,"Longest Common Prefix","","",https://leetcode.com/problems/longest-common-prefix,1,31,Easy
"",Binary,"Single Number","","",https://leetcode.com/problems/single-number,1,32,Easy
"",Linked List,"Palindrome Linked List","","",https://leetcode.com/problems/palindrome-linked-list,1,33,Easy

"",Array,"Move Zeroes","","",https://leetcode.com/problems/move-zeroes,2,34,Easy
"",Binary Tree,"Symmetric Tree","","",https://leetcode.com/problems/symmetric-tree,2,35,Easy
"",Binary,"Missing Number","","",https://leetcode.com/problems/missing-number,2,36,Easy
"",Math,"Palindrome Number","","",https://leetcode.com/problems/palindrome-number,2,37,Easy
"",Binary Search Tree,"Convert Sorted Array to Binary Search Tree","","",https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree,2,38,Easy
"",Binary,"Reverse Bits","","",https://leetcode.com/problems/reverse-bits,2,39,Easy
"",Binary Tree,"Subtree of Another Tree","","",https://leetcode.com/problems/subtree-of-another-tree,2,40,Easy
"",Array,"Squares of a Sorted Array","","",https://leetcode.com/problems/squares-of-a-sorted-array,2,41,Easy
"",Dynamic Programming,"Maximum Subarray","","",https://leetcode.com/problems/maximum-subarray,2,42,Medium
"",Array,"Insert Interval","","",https://leetcode.com/problems/insert-interval,2,43,Medium
"",Graph,"01 Matrix","","",https://leetcode.com/problems/01-matrix,2,44,Medium
"",Heap,"K Closest Points to Origin","","",https://leetcode.com/problems/k-closest-points-to-origin,2,45,Medium
"",String,"Longest Substring Without Repeating Characters","","",https://leetcode.com/problems/longest-substring-without-repeating-characters,2,46,Medium
"",Array,"3Sum","","",https://leetcode.com/problems/3sum,2,47,Medium
"",Binary Tree,"Binary Tree Level Order Traversal","","",https://leetcode.com/problems/binary-tree-level-order-traversal,2,48,Medium
"",Graph,"Clone Graph","","",https://leetcode.com/problems/clone-graph,2,49,Medium
"",Stack,"Evaluate Reverse Polish Notation","","",https://leetcode.com/problems/evaluate-reverse-polish-notation,2,50,Medium
"",Graph,"Course Schedule","","",https://leetcode.com/problems/course-schedule,2,51,Medium
"",Trie,"Implement Trie (Prefix Tree)","","",https://leetcode.com/problems/implement-trie-prefix-tree,2,52,Medium
"",Dynamic Programming,"Coin Change","","",https://leetcode.com/problems/coin-change,2,53,Medium
"",Array,"Product of Array Except Self","","",https://leetcode.com/problems/product-of-array-except-self,2,54,Medium
"",Stack,"Min Stack","","",https://leetcode.com/problems/min-stack,2,55,Medium
"",Binary Search Tree,"Validate Binary Search Tree","","",https://leetcode.com/problems/validate-binary-search-tree,2,56,Medium
"",Graph,"Number of Islands","","",https://leetcode.com/problems/number-of-islands,2,57,Medium
"",Graph,"Rotting Oranges","","",https://leetcode.com/problems/rotting-oranges,2,58,Medium

"",Binary Search,"Search in Rotated Sorted Array","","",https://leetcode.com/problems/search-in-rotated-sorted-array,3,59,Medium
"",Array,"Combination Sum","","",https://leetcode.com/problems/combination-sum,3,60,Medium
"",Recursion,"Permutations","","",https://leetcode.com/problems/permutations,3,61,Medium
"",Array,"Merge Intervals","","",https://leetcode.com/problems/merge-intervals,3,62,Medium
"",Binary Tree,"Lowest Common Ancestor of a Binary Tree","","",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,3,63,Medium
"",Binary Search,"Time Based Key-Value Store","","",https://leetcode.com/problems/time-based-key-value-store,3,64,Medium
"",Graph,"Accounts Merge","","",https://leetcode.com/problems/accounts-merge,3,65,Medium
"",Array,"Sort Colors","","",https://leetcode.com/problems/sort-colors,3,66,Medium
"",Trie,"Word Break","","",https://leetcode.com/problems/word-break,3,67,Medium
"",Dynamic Programming,"Partition Equal Subset Sum","","",https://leetcode.com/problems/partition-equal-subset-sum,3,68,Medium
"",String,"String to Integer (atoi)","","",https://leetcode.com/problems/string-to-integer-atoi,3,69,Medium
"",Matrix,"Spiral Matrix","","",https://leetcode.com/problems/spiral-matrix,3,70,Medium
"",Recursion,"Subsets","","",https://leetcode.com/problems/subsets,3,71,Medium
"",Binary Tree,"Binary Tree Right Side View","","",https://leetcode.com/problems/binary-tree-right-side-view,3,72,Medium
"",String,"Longest Palindromic Substring","","",https://leetcode.com/problems/longest-palindromic-substring,3,73,Medium
"",Dynamic Programming,"Unique Paths","","",https://leetcode.com/problems/unique-paths,3,74,Medium
"",Binary Tree,"Construct Binary Tree from Preorder and Inorder Traversal","","",https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,3,75,Medium
"",Array,"Container With Most Water","","",https://leetcode.com/problems/container-with-most-water,3,76,Medium
"",Recursion,"Letter Combinations of a Phone Number","","",https://leetcode.com/problems/letter-combinations-of-a-phone-number,3,77,Medium
"",Graph,"Word Search","","",https://leetcode.com/problems/word-search,3,78,Medium
"",String,"Find All Anagrams in a String","","",https://leetcode.com/problems/find-all-anagrams-in-a-string,3,79,Medium

"",Graph,"Minimum Height Trees","","",https://leetcode.com/problems/minimum-height-trees,4,80,Medium
"",Heap,"Task Scheduler","","",https://leetcode.com/problems/task-scheduler,4,81,Medium
"",Linked List,"LRU Cache","","",https://leetcode.com/problems/lru-cache,4,82,Medium
"",Binary Search Tree,"Kth Smallest Element in a BST","","",https://leetcode.com/problems/kth-smallest-element-in-a-bst,4,83,Medium
"",Stack,"Daily Temperatures","","",https://leetcode.com/problems/daily-temperatures,4,84,Medium
"",Dynamic Programming,"House Robber","","",https://leetcode.com/problems/house-robber,4,85,Medium
"",Array,"Gas Station","","",https://leetcode.com/problems/gas-station,4,86,Medium
"",Recursion,"Next Permutation","","",https://leetcode.com/problems/next-permutation,4,87,Medium
"",Matrix,"Valid Sudoku","","",https://leetcode.com/problems/valid-sudoku,4,88,Medium
"",String,"Group Anagrams","","",https://leetcode.com/problems/group-anagrams,4,89,Medium
"",Dynamic Programming,"Maximum Product Subarray","","",https://leetcode.com/problems/maximum-product-subarray,4,90,Medium
"",Trie,"Design Add and Search Words Data Structure","","",https://leetcode.com/problems/design-add-and-search-words-data-structure,4,91,Medium
"",Graph,"Pacific Atlantic Water Flow","","",https://leetcode.com/problems/pacific-atlantic-water-flow,4,92,Medium
"",Linked List,"Remove Nth Node From End of List","","",https://leetcode.com/problems/remove-nth-node-from-end-of-list,4,93,Medium
"",Graph,"Shortest Path to Get Food","","",https://leetcode.com/problems/shortest-path-to-get-food,4,94,Medium
"",Binary,"Find the Duplicate Number","","",https://leetcode.com/problems/find-the-duplicate-number,4,95,Medium
"",Heap,"Top K Frequent Words","","",https://leetcode.com/problems/top-k-frequent-words,4,96,Medium
"",Dynamic Programming,"Longest Increasing Subsequence","","",https://leetcode.com/problems/longest-increasing-subsequence,4,97,Medium
"",Graph,"Graph Valid Tree","","",https://leetcode.com/problems/graph-valid-tree,4,98,Medium
"",Graph,"Course Schedule II","","",https://leetcode.com/problems/course-schedule-ii,4,99,Medium
"",Linked List,"Swap Nodes in Pairs","","",https://leetcode.com/problems/swap-nodes-in-pairs,4,100,Medium

"",Binary Tree,"Path Sum II","","",https://leetcode.com/problems/path-sum-ii,5,101,Medium
"",Array,"Longest Consecutive Sequence","","",https://leetcode.com/problems/longest-consecutive-sequence,5,102,Medium
"",Array,"Rotate Array","","",https://leetcode.com/problems/rotate-array,5,103,Medium
"",Linked List,"Odd Even Linked List","","",https://leetcode.com/problems/odd-even-linked-list,5,104,Medium
"",Stack,"Decode String","","",https://leetcode.com/problems/decode-string,5,105,Medium
"",Array,"Contiguous Array","","",https://leetcode.com/problems/contiguous-array,5,106,Medium
"",Binary Tree,"Maximum Width of Binary Tree","","",https://leetcode.com/problems/maximum-width-of-binary-tree,5,107,Medium
"",Heap,"Find K Closest Elements","","",https://leetcode.com/problems/find-k-closest-elements,5,108,Medium
"",String,"Longest Repeating Character Replacement","","",https://leetcode.com/problems/longest-repeating-character-replacement,5,109,Medium
"",Binary Search Tree,"Inorder Successor in BST","","",https://leetcode.com/problems/inorder-successor-in-bst,5,110,Medium
"",Dynamic Programming,"Jump Game","","",https://leetcode.com/problems/jump-game,5,111,Medium
"",Linked List,"Add Two Numbers","","",https://leetcode.com/problems/add-two-numbers,5,112,Medium
"",Recursion,"Generate Parentheses","","",https://leetcode.com/problems/generate-parentheses,5,113,Medium
"",Linked List,"Sort List","","",https://leetcode.com/problems/sort-list,5,114,Medium
"",Graph,"Number of Connected Components in an Undirected Graph","","",https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,5,115,Medium
"",Graph,"Minimum Knight Moves","","",https://leetcode.com/problems/minimum-knight-moves,5,116,Medium
"",Array,"Subarray Sum Equals K","","",https://leetcode.com/problems/subarray-sum-equals-k,5,117,Medium
"",Stack,"Asteroid Collision","","",https://leetcode.com/problems/asteroid-collision,5,118,Medium
"",Math,"Random Pick with Weight","","",https://leetcode.com/problems/random-pick-with-weight,5,119,Medium
"",Heap,"Kth Largest Element in an Array","","",https://leetcode.com/problems/kth-largest-element-in-an-array,5,120,Medium
"",Dynamic Programming,"Maximal Square","","",https://leetcode.com/problems/maximal-square,5,121,Medium
"",Matrix,"Rotate Image","","",https://leetcode.com/problems/rotate-image,5,122,Medium

"",Binary Tree,"Binary Tree Zigzag Level Order Traversal","","",https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,6,123,Medium
"",Queue,"Design Hit Counter","","",https://leetcode.com/problems/design-hit-counter,6,124,Medium
"",Binary Tree,"Path Sum III","","",https://leetcode.com/problems/path-sum-iii,6,125,Medium
"",Math,"Pow(x, n)","","",https://leetcode.com/problems/powx-n,6,126,Medium
"",Binary Search,"Search a 2D Matrix","","",https://leetcode.com/problems/search-a-2d-matrix,6,127,Medium
"",String,"Largest Number","","",https://leetcode.com/problems/largest-number,6,128,Medium
"",Dynamic Programming,"Decode Ways","","",https://leetcode.com/problems/decode-ways,6,129,Medium
"",Array,"Meeting Rooms II","","",https://leetcode.com/problems/meeting-rooms-ii,6,130,Medium
"",Math,"Reverse Integer","","",https://leetcode.com/problems/reverse-integer,6,131,Medium
"",Matrix,"Set Matrix Zeroes","","",https://leetcode.com/problems/set-matrix-zeroes,6,132,Medium
"",Linked List,"Reorder List","","",https://leetcode.com/problems/reorder-list,6,133,Medium
"",String,"Encode and Decode Strings","","",https://leetcode.com/problems/encode-and-decode-strings,6,134,Medium
"",Graph,"Cheapest Flights Within K Stops","","",https://leetcode.com/problems/cheapest-flights-within-k-stops,6,135,Medium
"",Binary Tree,"All Nodes Distance K in Binary Tree","","",https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,6,136,Medium
"",Array,"3Sum Closest","","",https://leetcode.com/problems/3sum-closest,6,137,Medium
"",Linked List,"Rotate List","","",https://leetcode.com/problems/rotate-list,6,138,Medium
"",Binary Search,"Find Minimum in Rotated Sorted Array","","",https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,6,139,Medium
"",Stack,"Basic Calculator II","","",https://leetcode.com/problems/basic-calculator-ii,6,140,Medium
"",Dynamic Programming,"Combination Sum IV","","",https://leetcode.com/problems/combination-sum-iv,6,141,Medium
"",Hash Table,"Insert Delete GetRandom O(1)","","",https://leetcode.com/problems/insert-delete-getrandom-o1,6,142,Medium
"",Array,"Non-overlapping Intervals","","",https://leetcode.com/problems/non-overlapping-intervals,6,143,Medium
"",String,"Minimum Window Substring","","",https://leetcode.com/problems/minimum-window-substring,6,144,Hard

"",Binary Tree,"Serialize and Deserialize Binary Tree","","",https://leetcode.com/problems/serialize-and-deserialize-binary-tree,7,145,Hard
"",Stack,"Trapping Rain Water","","",https://leetcode.com/problems/trapping-rain-water,7,146,Hard
"",Heap,"Find Median from Data Stream","","",https://leetcode.com/problems/find-median-from-data-stream,7,147,Hard
"",Graph,"Word Ladder","","",https://leetcode.com/problems/word-ladder,7,148,Hard
"",Stack,"Basic Calculator","","",https://leetcode.com/problems/basic-calculator,7,149,Hard
"",Binary Search,"Maximum Profit in Job Scheduling","","",https://leetcode.com/problems/maximum-profit-in-job-scheduling,7,150,Hard
"",Heap,"Merge k Sorted Lists","","",https://leetcode.com/problems/merge-k-sorted-lists,7,151,Hard
"",Stack,"Largest Rectangle in Histogram","","",https://leetcode.com/problems/largest-rectangle-in-histogram,7,152,Hard
"",Binary Tree,"Binary Tree Maximum Path Sum","","",https://leetcode.com/problems/binary-tree-maximum-path-sum,7,153,Hard
"",Stack,"Maximum Frequency Stack","","",https://leetcode.com/problems/maximum-frequency-stack,7,154,Hard
"",Binary Search,"Median of Two Sorted Arrays","","",https://leetcode.com/problems/median-of-two-sorted-arrays,7,155,Hard
"",Graph,"Longest Increasing Path in a Matrix","","",https://leetcode.com/problems/longest-increasing-path-in-a-matrix,7,156,Hard
"",Stack,"Longest Valid Parentheses","","",https://leetcode.com/problems/longest-valid-parentheses,7,157,Hard
"",Trie,"Design In-Memory File System","","",https://leetcode.com/problems/design-in-memory-file-system,7,158,Hard
"",Array,"Employee Free Time","","",https://leetcode.com/problems/employee-free-time,7,159,Hard
"",Graph,"Word Search II","","",https://leetcode.com/problems/word-search-ii,7,160,Hard

"",Graph,"Alien Dictionary","","",https://leetcode.com/problems/alien-dictionary,8,161,Hard
"",Graph,"Bus Routes","","",https://leetcode.com/problems/bus-routes,8,162,Hard
"",Array,"Sliding Window Maximum","","",https://leetcode.com/problems/sliding-window-maximum,8,163,Hard
"",String,"Palindrome Pairs","","",https://leetcode.com/problems/palindrome-pairs,8,164,Hard
"",Linked List,"Reverse Nodes in k-Group","","",https://leetcode.com/problems/reverse-nodes-in-k-group,8,165,Hard
"",Matrix,"Sudoku Solver","","",https://leetcode.com/problems/sudoku-solver,8,166,Hard
"",Hash Table,"First Missing Positive","","",https://leetcode.com/problems/first-missing-positive,8,167,Hard
"",Recursion,"N-Queens","","",https://leetcode.com/problems/n-queens,8,168,Hard
"",Heap,"Smallest Range Covering Elements from K Lists","","",https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,8,169,Hard


